代码,名称,日期,收盘,AI建议,理由,操作(开盘买),成交价(开盘买),持仓股数(开盘买),当日盈亏(开盘买),总资产(开盘买),操作(尾盘买),成交价(尾盘买),持仓股数(尾盘买),当日盈亏(尾盘买),总资产(尾盘买)
601698,中国卫通,2025-10-24,21.71,买入,放量大涨，突破前日高点，趋势转强。,无,,0,0.0,1008126.0,买入,21.71,46500,0.0,1010516.0
601698,中国卫通,2025-10-27,21.83,持有,延续上涨，小幅收涨，趋势未变。,执行买入,21.65,46500,8370.0,1016496.0,无,,46500,5580.0,1016096.0
601698,中国卫通,2025-10-28,21.87,持有,窄幅震荡，微幅收涨，继续观察。,无,,46500,1860.0,1018356.0,无,,46500,1860.0,1017956.0
601698,中国卫通,2025-10-29,22.31,持有,继续上涨，量价配合，维持上升趋势。,无,,46500,20460.0,1038816.0,无,,46500,20460.0,1038416.0
601698,中国卫通,2025-10-30,22.22,持有,小幅下跌，趋势未明，观望为主。,无,,46500,-4185.0,1034631.0,无,,46500,-4185.0,1034231.0
601698,中国卫通,2025-10-31,21.69,持有,跌幅扩大但未破位，等待企稳信号。,无,,46500,-24645.0,1009986.0,无,,46500,-24645.0,1009586.0
601698,中国卫通,2025-11-03,21.99,持有,缩量反弹，力度有限，继续观察。,无,,46500,13950.0,1023936.0,无,,46500,13950.0,1023536.0
601698,中国卫通,2025-11-04,21.79,持有,窄幅震荡，方向不明，维持现状。,无,,46500,-9300.0,1014636.0,无,,46500,-9300.0,1014236.0
601698,中国卫通,2025-11-05,21.86,持有,波动收窄，缺乏明确趋势，暂不操作。,无,,46500,3255.0,1017891.0,无,,46500,3255.0,1017491.0
601698,中国卫通,2025-11-06,21.6,持有,股价小幅回调，趋势未明，建议观望。,无,,46500,-12090.0,1005801.0,无,,46500,-12090.0,1005401.0
601698,中国卫通,2025-11-07,22.33,持有,放量上涨，突破前日高点，趋势转强，可继续。,无,,46500,33945.0,1039746.0,无,,46500,33945.0,1039346.0
601698,中国卫通,2025-11-10,22.35,持有,股价高位窄幅震荡，量能一般，等待方向选择。,无,,46500,930.0,1040676.0,无,,46500,930.0,1040276.0
601698,中国卫通,2025-11-11,22.15,持有,小幅回调，属正常调整，未破关键支撑，建议观察。,无,,46500,-9300.0,1031376.0,无,,46500,-9300.0,1030976.0
601698,中国卫通,2025-11-12,22.45,持有,股价回升并创近期收盘新高，上升趋势保持，继续。,无,,46500,13950.0,1045326.0,无,,46500,13950.0,1044926.0
601698,中国卫通,2025-11-13,22.24,持有,小幅调整，趋势未明，建议观望。,无,,46500,-9765.0,1035561.0,无,,46500,-9765.0,1035161.0
601698,中国卫通,2025-11-14,21.7,持有,跌幅扩大但未破关键位，暂持观察。,无,,46500,-25110.0,1010451.0,无,,46500,-25110.0,1010051.0
601698,中国卫通,2025-11-17,21.52,持有,跌势趋缓，等待企稳信号。,无,,46500,-8370.0,1002081.0,无,,46500,-8370.0,1001681.0
601698,中国卫通,2025-11-18,20.9,卖出,连续下跌且跌幅加大，短线风险增加。,无,,46500,-28830.0,973251.0,卖出,20.9,0,-28830.0,972851.0
601698,中国卫通,2025-11-19,20.81,空仓,股价持续阴跌，缺乏明确反弹信号，宜等待。,执行卖出,20.9,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-11-20,20.72,持有,小幅调整，趋势未明，观望。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-11-21,20.18,持有,跌幅扩大但未破位，等待企稳信号。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-11-24,20.84,持有,放量反弹，但需观察持续性。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-11-25,20.86,持有,高位震荡，量能一般，方向待确认。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-11-26,20.49,持有,缩量回调，仍在近期震荡区间内。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-11-27,20.38,持有,小幅下跌，趋势未明，观望为主。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-11-28,20.75,持有,放量上涨，突破前日高点，趋势转强。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-01,21.36,持有,延续上涨，动能较强，继续持仓。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-02,21.14,持有,小幅回调，属正常调整，未破关键位。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-03,20.72,卖出,连续两日下跌，跌破前低，短线走弱。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-04,21.54,持有,放量上涨，趋势初现，可继续观察。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-05,21.96,持有,延续升势，量价配合，持仓待涨。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-08,22.26,持有,涨幅收窄但维持上涨，趋势未破。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-09,22.08,持有,小幅回调属正常调整，未改上行趋势。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-10,23.03,持有,放量大涨创阶段新高，强势延续，继续。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-11,23.26,持有,股价小幅上涨，趋势未明，建议观望。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-12,22.97,持有,小幅回调，未破关键支撑，可继续观察。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-15,23.19,持有,价格收复部分失地，但量能未知，维持谨慎。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-16,24.38,持有,放量大涨，趋势转强，但已处高位，追高风险大，建议现有仓位。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-17,24.17,持有,大涨后正常回调，未破坏上涨形态，可继续。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-18,24.76,持有,放量上涨，趋势初现，可继续观察。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-19,24.55,持有,小幅回调，未破前日低点，趋势未改。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-22,25.92,持有,放量大涨，强势突破，持仓待涨。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-23,23.51,卖出,巨幅放量下跌，破位形态，风险急剧增加。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-24,24.56,空仓,反弹无量，上方压力大，宜观望不宜介入。,无,,0,0.0,973251.0,无,,0,0.0,972851.0
601698,中国卫通,2025-12-25,25.74,买入,放量上涨，趋势启动。,无,,0,0.0,973251.0,买入,25.74,37700,0.0,972851.0
601698,中国卫通,2025-12-26,28.31,持有,强势涨停，趋势延续。,执行买入,25.75,37700,96512.0,1069763.0,无,,37700,96889.0,1069740.0
601698,中国卫通,2025-12-29,30.0,持有,继续放量上涨，动能强劲。,无,,37700,63713.0,1133476.0,无,,37700,63713.0,1133453.0
601698,中国卫通,2025-12-30,32.48,持有,涨幅扩大，多头趋势明确。,无,,37700,93496.0,1226972.0,无,,37700,93496.0,1226949.0
601698,中国卫通,2025-12-31,35.73,卖出,连续大涨后高位涨停，锁定利润。,无,,37700,122525.0,1349497.0,卖出,35.73,0,122525.0,1349474.0
601698,中国卫通,2026-01-05,39.3,买入,涨停突破，强势启动，次日有望延续,执行卖出,36.66,0,35061.0,1384558.0,买入,39.3,34300,0.0,1349474.0
601698,中国卫通,2026-01-06,43.23,持有,连续涨停，趋势强劲，持股待涨,执行买入,39.98,34600,112450.0,1497008.0,无,,34300,134799.0,1484273.0
601698,中国卫通,2026-01-07,43.87,持有,涨幅收窄但维持升势，量价配合尚可,无,,34600,22144.0,1519152.0,无,,34300,21952.0,1506225.0
601698,中国卫通,2026-01-08,44.53,持有,稳步上涨，趋势未破，继续观察,无,,34600,22836.0,1541988.0,无,,34300,22638.0,1528863.0
601698,中国卫通,2026-01-09,48.98,卖出,再次涨停加速，短期涨幅过大，锁定利润,无,,34600,153970.0,1695958.0,卖出,48.98,0,152635.0,1681498.0
601698,中国卫通,2026-01-12,53.88,卖出,涨停后次日通常有调整压力，锁定利润。,执行卖出,50.99,0,69546.0,1765504.0,无,,0,0.0,1681498.0
601698,中国卫通,2026-01-13,48.49,空仓,跌停破位，趋势转弱，回避风险。,无,,0,0.0,1765504.0,无,,0,0.0,1681498.0
601698,中国卫通,2026-01-14,43.64,空仓,连续跌停，下行趋势明确，不宜介入。,无,,0,0.0,1765504.0,无,,0,0.0,1681498.0
601698,中国卫通,2026-01-15,39.28,空仓,再次大幅下跌，未见企稳信号。,无,,0,0.0,1765504.0,无,,0,0.0,1681498.0
601698,中国卫通,2026-01-16,40.16,持有,止跌小幅反弹，可持仓观察但不宜加仓。,无,,0,0.0,1765504.0,无,,0,0.0,1681498.0
601698,中国卫通,2026-01-19,39.79,空仓,股价下跌，趋势不明，观望为宜。,无,,0,0.0,1765504.0,无,,0,0.0,1681498.0
601698,中国卫通,2026-01-20,37.0,空仓,放量大跌，风险加剧，继续观望。,无,,0,0.0,1765504.0,无,,0,0.0,1681498.0
601698,中国卫通,2026-01-21,35.85,空仓,跌势延续，未见企稳信号，保持。,无,,0,0.0,1765504.0,无,,0,0.0,1681498.0
601698,中国卫通,2026-01-22,38.75,买入,放量大涨，强势反弹，有望延续升势。,无,,0,0.0,1765504.0,买入,38.75,43300,0.0,1681498.0
601698,中国卫通,2026-01-23,42.48,持有,连续大涨，趋势强劲，持仓待涨。,执行买入,39.01,45200,156844.0,1922348.0,无,,43300,161509.0,1843007.0
601698,中国卫通,2026-01-26,38.23,空仓,当日跌停，市场情绪极度悲观，短期风险过高。,无,,45200,-192100.0,1730248.0,卖出,38.23,0,-184025.0,1658982.0
601698,中国卫通,2026-01-27,38.76,持有,小幅反弹，但未收复前日跌幅，趋势未明，暂观望。,执行卖出,36.9,0,-60116.0,1670132.0,无,,0,0.0,1658982.0
601698,中国卫通,2026-01-28,37.56,空仓,再次大幅下跌，确认弱势，应规避风险。,无,,0,0.0,1670132.0,无,,0,0.0,1658982.0
601698,中国卫通,2026-01-29,37.87,持有,止跌微涨，但成交量未知，方向不明，继续观察。,无,,0,0.0,1670132.0,无,,0,0.0,1658982.0
601698,中国卫通,2026-01-30,38.0,持有,价格基本持平，波动收窄，等待更明确信号。,无,,0,0.0,1670132.0,无,,0,0.0,1658982.0
601698,中国卫通,2026-02-02,38.49,持有,小幅上涨，趋势待观察。,无,,0,0.0,1670132.0,无,,0,0.0,1658982.0
601698,中国卫通,2026-02-03,40.42,持有,放量大涨，趋势延续可期。,无,,0,0.0,1670132.0,无,,0,0.0,1658982.0
601698,中国卫通,2026-02-04,39.4,卖出,冲高回落，短期调整信号。,无,,0,0.0,1670132.0,无,,0,0.0,1658982.0
601698,中国卫通,2026-02-05,37.42,空仓,连续下跌，风险加大，观望为宜。,无,,0,0.0,1670132.0,无,,0,0.0,1658982.0
002910,庄园牧场,2025-09-24,9.45,持有,放量上涨，趋势初现，可继续观察。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002910,庄园牧场,2025-09-25,9.37,持有,小幅缩量调整，未破关键位，趋势未坏。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002910,庄园牧场,2025-09-26,9.5,持有,价格回升收复前日跌幅，维持震荡上行态势。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002910,庄园牧场,2025-09-29,9.64,持有,连续上涨，量价配合尚可，但临近前高需谨慎。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002910,庄园牧场,2025-09-30,9.87,持有,放量突破近期高点，短期趋势强劲，可继续。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002910,庄园牧场,2025-10-09,10.86,空仓,首日涨停，但无前期趋势参考，建议观察。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002910,庄园牧场,2025-10-10,11.95,空仓,连续涨停，追高风险大，等待回调或确认。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002910,庄园牧场,2025-10-13,11.01,空仓,放量大跌，趋势转弱，需等待企稳信号。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002910,庄园牧场,2025-10-14,10.79,空仓,缩量下跌，未见明确止跌，继续观望。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002910,庄园牧场,2025-10-15,10.61,空仓,延续下跌趋势，未出现有效买点，保持。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002910,庄园牧场,2025-10-16,10.2,空仓,股价下跌幅度较大，趋势不明，宜观望。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002910,庄园牧场,2025-10-17,10.27,持有,股价止跌企稳，出现小幅反弹，可继续观察。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002910,庄园牧场,2025-10-20,10.4,买入,股价延续反弹，量价配合，短期趋势向好。,无,,0,0.0,1000000.0,买入,10.4,96100,0.0,1000000.0
002910,庄园牧场,2025-10-21,10.5,持有,股价稳步上涨，趋势未变，继续持仓。,执行买入,10.37,96400,12532.0,1012532.0,无,,96100,9610.0,1009610.0
002910,庄园牧场,2025-10-22,10.75,持有,股价放量上涨，动能增强，维持持仓。,无,,96400,24100.0,1036632.0,无,,96100,24025.0,1033635.0
002910,庄园牧场,2025-10-23,10.71,持有,小幅调整，趋势未明，建议观望。,无,,96400,-3856.0,1032776.0,无,,96100,-3844.0,1029791.0
002910,庄园牧场,2025-10-24,10.55,持有,连续下跌但未破位，等待企稳信号。,无,,96400,-15424.0,1017352.0,无,,96100,-15376.0,1014415.0
002910,庄园牧场,2025-10-27,10.8,持有,反弹力度一般，需观察持续性。,无,,96400,24100.0,1041452.0,无,,96100,24025.0,1038440.0
002910,庄园牧场,2025-10-28,10.7,持有,冲高回落，仍在震荡区间内。,无,,96400,-9640.0,1031812.0,无,,96100,-9610.0,1028830.0
002910,庄园牧场,2025-10-29,10.45,空仓,放量下跌破位，短期风险加大。,无,,96400,-24100.0,1007712.0,卖出,10.45,0,-24025.0,1004805.0
002910,庄园牧场,2025-10-30,10.54,持有,股价小幅上涨，趋势初显，可继续观察。,执行卖出,10.47,0,1928.0,1009640.0,无,,0,0.0,1004805.0
002910,庄园牧场,2025-10-31,10.67,持有,延续上涨势头，量价配合良好，持仓待涨。,无,,0,0.0,1009640.0,无,,0,0.0,1004805.0
002910,庄园牧场,2025-11-03,10.88,持有,涨幅扩大，上升趋势确立，继续。,无,,0,0.0,1009640.0,无,,0,0.0,1004805.0
002910,庄园牧场,2025-11-04,10.97,持有,涨势放缓但仍收涨，趋势未改，保持持仓。,无,,0,0.0,1009640.0,无,,0,0.0,1004805.0
002910,庄园牧场,2025-11-05,11.17,持有,放量上涨创近期新高，强势延续，建议。,无,,0,0.0,1009640.0,无,,0,0.0,1004805.0
002910,庄园牧场,2025-11-06,11.18,持有,股价微幅震荡，方向不明，建议观望。,无,,0,0.0,1009640.0,无,,0,0.0,1004805.0
002910,庄园牧场,2025-11-07,10.88,空仓,股价放量下跌，破位风险增加，应先离场规避。,无,,0,0.0,1009640.0,无,,0,0.0,1004805.0
002910,庄园牧场,2025-11-10,11.97,买入,股价强势涨停，突破近期压力，有望开启新升势。,无,,0,0.0,1009640.0,买入,11.97,83900,0.0,1004805.0
002910,庄园牧场,2025-11-11,12.07,持有,股价高位小幅整理，属正常消化获利盘，趋势未坏。,执行买入,12.01,84000,5040.0,1014680.0,无,,83900,8390.0,1013195.0
002910,庄园牧场,2025-11-12,11.99,持有,股价小幅回调，未破关键支撑，可继续持仓观察。,无,,84000,-6720.0,1007960.0,无,,83900,-6712.0,1006483.0
002910,庄园牧场,2025-11-13,11.97,持有,小幅调整，趋势未明，观望。,无,,84000,-1680.0,1006280.0,无,,83900,-1678.0,1004805.0
002910,庄园牧场,2025-11-14,11.79,持有,跌幅扩大但未破位，暂持观察。,无,,84000,-15120.0,991160.0,无,,83900,-15102.0,989703.0
002910,庄园牧场,2025-11-17,11.79,持有,价格企稳，等待方向选择。,无,,84000,0.0,991160.0,无,,83900,0.0,989703.0
002910,庄园牧场,2025-11-18,11.52,卖出,放量下跌破位，短线风险增加。,无,,84000,-22680.0,968480.0,卖出,11.52,0,-22653.0,967050.0
002910,庄园牧场,2025-11-19,11.37,空仓,连续下跌趋势形成，规避风险。,执行卖出,11.58,0,5040.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-11-20,11.13,卖出,放量下跌，短期趋势转弱，建议离场观望。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-11-21,10.41,空仓,连续大幅下跌，空头动能强劲，应保持规避风险。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-11-24,10.51,持有,缩量小幅反弹，未改下跌趋势，但可暂持观察。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-11-25,10.69,持有,延续反弹但量能一般，趋势未明，建议继续观察。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-11-26,10.73,卖出,反弹动能衰竭，量价背离，上方压力明显，建议。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-11-27,10.81,持有,小幅上涨，趋势待观察。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-11-28,11.22,持有,放量上涨，突破近期平台，可继续。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-01,11.21,持有,高位窄幅震荡，未破前日低点，趋势未坏。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-02,11.23,持有,连续两日高位盘整，量能一般，等待方向选择。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-03,11.23,卖出,连续三日无法有效突破，上攻动能减弱，考虑获利了结。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-04,10.84,空仓,股价下跌幅度较大，趋势不明，宜观望。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-05,10.94,持有,股价小幅反弹，但量能及趋势未确认，暂持观望。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-08,10.96,持有,股价微涨，延续弱势震荡，缺乏明确方向。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-09,11.04,持有,股价继续小幅上涨，但整体动能不足，维持观望。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-10,10.81,空仓,股价再次下跌，跌破前低，短期趋势转弱。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-11,10.35,空仓,放量下跌，趋势未稳，观望。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-12,10.04,空仓,连续下跌，未见止跌信号，继续观望。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-15,10.38,持有,放量反弹，站上5日均线，可持仓观察。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-16,10.25,持有,缩量小幅回调，属正常调整，趋势未坏。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-17,11.28,卖出,巨量涨停，短线获利了结，谨防回调。,无,,0,0.0,973520.0,无,,0,0.0,967050.0
002910,庄园牧场,2025-12-18,12.41,买入,强势涨停，量价齐升，有望延续上涨趋势。,无,,0,0.0,973520.0,买入,12.41,77900,0.0,967050.0
002910,庄园牧场,2025-12-19,13.65,持有,连续涨停，动能强劲，继续持仓待涨。,执行买入,11.66,83400,165966.0,1139486.0,无,,77900,96596.0,1063646.0
002910,庄园牧场,2025-12-22,15.02,持有,再次涨停，多头趋势明确，但需开始警惕高位风险。,无,,83400,114258.0,1253744.0,无,,77900,106723.0,1170369.0
002910,庄园牧场,2025-12-23,13.55,卖出,高位放量跌停，趋势逆转信号明确，及时止盈或止损。,无,,83400,-122598.0,1131146.0,卖出,13.55,0,-114513.0,1055856.0
002910,庄园牧场,2025-12-24,12.2,空仓,连续跌停，下跌趋势确立，应离场观望。,执行卖出,12.2,0,-112590.0,1018556.0,无,,0,0.0,1055856.0
002910,庄园牧场,2025-12-25,11.93,空仓,股价下跌，趋势未明，建议观望。,无,,0,0.0,1018556.0,无,,0,0.0,1055856.0
002910,庄园牧场,2025-12-26,11.85,空仓,延续跌势，未见企稳信号，保持。,无,,0,0.0,1018556.0,无,,0,0.0,1055856.0
002910,庄园牧场,2025-12-29,11.7,空仓,连续下跌，风险较大，不宜介入。,无,,0,0.0,1018556.0,无,,0,0.0,1055856.0
002910,庄园牧场,2025-12-30,11.28,空仓,跌幅扩大，空头强势，继续等待。,无,,0,0.0,1018556.0,无,,0,0.0,1055856.0
002910,庄园牧场,2025-12-31,11.11,空仓,下跌趋势持续，未出现明确买入信号。,无,,0,0.0,1018556.0,无,,0,0.0,1055856.0
002910,庄园牧场,2026-01-05,11.18,持有,小幅上涨，趋势待观察,无,,0,0.0,1018556.0,无,,0,0.0,1055856.0
002910,庄园牧场,2026-01-06,11.27,持有,连续上涨，量价配合可期,无,,0,0.0,1018556.0,无,,0,0.0,1055856.0
002910,庄园牧场,2026-01-07,11.54,卖出,涨幅较大，次日可能回调,无,,0,0.0,1018556.0,无,,0,0.0,1055856.0
002910,庄园牧场,2026-01-08,11.32,空仓,下跌调整，等待企稳信号,无,,0,0.0,1018556.0,无,,0,0.0,1055856.0
002910,庄园牧场,2026-01-09,11.51,买入,止跌回升，有望延续反弹,无,,0,0.0,1018556.0,买入,11.51,91700,0.0,1055856.0
002910,庄园牧场,2026-01-12,12.02,持有,放量上涨，趋势延续可期,执行买入,11.51,88400,45084.0,1063640.0,无,,91700,46767.0,1102623.0
002910,庄园牧场,2026-01-13,11.91,持有,小幅回调，未破关键支撑位,无,,88400,-9724.0,1053916.0,无,,91700,-10087.0,1092536.0
002910,庄园牧场,2026-01-14,12.18,买入,重拾升势，量价配合良好,无,,88400,23868.0,1077784.0,无,,91700,24759.0,1117295.0
002910,庄园牧场,2026-01-15,12.8,持有,强势涨停，继续待涨,无,,88400,54808.0,1132592.0,无,,91700,56854.0,1174149.0
002910,庄园牧场,2026-01-16,11.52,卖出,放量跌停，趋势逆转风险高,无,,88400,-113152.0,1019440.0,卖出,11.52,0,-117376.0,1056773.0
002910,庄园牧场,2026-01-19,12.02,持有,放量上涨，趋势初现，观察次日持续性。,执行卖出,11.38,0,-12376.0,1007064.0,无,,0,0.0,1056773.0
002910,庄园牧场,2026-01-20,11.86,持有,小幅回调，未破前日低点，趋势未坏。,无,,0,0.0,1007064.0,无,,0,0.0,1056773.0
002910,庄园牧场,2026-01-21,11.79,持有,缩量窄幅震荡，等待方向选择。,无,,0,0.0,1007064.0,无,,0,0.0,1056773.0
002910,庄园牧场,2026-01-22,12.3,买入,放量中阳线突破近期盘整，短期动能转强。,无,,0,0.0,1007064.0,买入,12.3,85900,0.0,1056773.0
002910,庄园牧场,2026-01-23,12.18,持有,冲高后小幅回落，属正常调整，未破关键支撑。,执行买入,12.25,82200,-5754.0,1001310.0,无,,85900,-10308.0,1046465.0
002910,庄园牧场,2026-01-26,12.17,持有,小幅震荡，趋势不明，观望为主。,无,,82200,-822.0,1000488.0,无,,85900,-859.0,1045606.0
002910,庄园牧场,2026-01-27,12.21,持有,微幅上涨，但量能未显，继续观察。,无,,82200,3288.0,1003776.0,无,,85900,3436.0,1049042.0
002910,庄园牧场,2026-01-28,11.98,卖出,跌幅较大，短期走弱，考虑避险。,无,,82200,-18906.0,984870.0,卖出,11.98,0,-19757.0,1029285.0
002910,庄园牧场,2026-01-29,12.11,持有,反弹但未收复前日跌幅，暂持观望。,执行卖出,11.9,0,-6576.0,978294.0,无,,0,0.0,1029285.0
002910,庄园牧场,2026-01-30,12.14,持有,窄幅整理，方向未定，维持现状。,无,,0,0.0,978294.0,无,,0,0.0,1029285.0
002910,庄园牧场,2026-02-02,12.1,持有,股价小幅回调，趋势未明，观望。,无,,0,0.0,978294.0,无,,0,0.0,1029285.0
002910,庄园牧场,2026-02-03,12.2,持有,股价企稳微涨，延续观察。,无,,0,0.0,978294.0,无,,0,0.0,1029285.0
002910,庄园牧场,2026-02-04,12.46,买入,涨幅扩大，量价齐升，趋势向好。,无,,0,0.0,978294.0,买入,12.46,82600,0.0,1029285.0
002910,庄园牧场,2026-02-05,12.84,持有,连续上涨，势头强劲，持仓待涨。,执行买入,12.46,78500,29830.0,1008124.0,无,,82600,31388.0,1060673.0
300620,光库科技,2025-09-24,124.62,空仓,股价大跌，趋势不明，等待企稳。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
